DIRECCION_BASE	count
KR 72U-CL 43B	1
CL 64F-KR 108	1
CL 54C-KR 91A	1
CL 53B-KR 28 S	1
KR 13-CL 24C	1
CL 43A-KR 18B S	1
CL 70-KR 18C	1
CL 80-KR 77L S	1
AV AVENIDA PRIMERA DE MAYO-CL 51A	1
AK 24-CL 55 S	1
AC 43-KR 88D	1
KR 5LBIS-CL 49 S	1
CL 64C-KR 112	1
AC 1-KR 18A	1
CL 65C-KR 78B SE	1
CL 18Z-KR 61B	1
AK 68A-CL 49A	1
KR 73-CL 38A S	1
KR 86-CL 64B	1
AV AVENIDA CUIDAD DE VILLAVICENCIO-AC 38	1
KR 91-CL 131B	1
TR 72FBISA-CL 40 S	1
KR 21-CL 13	1
CL 59-KR 48G	1
CL 68A-KR 79B S	1
KR 44-CL 3	1
KR 7-CL 102 S	1
KR 15-CL 71B S	1
AC 72-KR 93	1
DG 2B-KR 110 E	1
KR 85A-DG 66	1
AV AVENIDA BOYACA-CL 57	1
KR 7-CL 88C	1
KR 86D-CL 159B	1
KR 30-CL 33 S	1
KR 78I-CL 78A	1
KR 19F-CL 70C S	1
KR 78-CL 17 S	1
KR 2BIS-CL 44 S	1
CL 127BBIS-KR 46	1
KR 89B-CL 56	1
CL 133-KR 156A	1
KR 91D-CL 157D	1
KR 24C-CL 47	1
CL 134-KR 8B	1
CL 32-KR 1A	1
CL 35A-KR 25 S	1
CL 142-KR 106A	1
CL 63-KR 80H	1
DG 69-KR 71B S	1
CL 24A-TR 1B S	1
AV AVENIDA BOYACA-CL 42D S	1
DG 73D-KR 79C	1
CL 187-KR 4A	1
KR 16A-CL 61	1
CL 57R-KR 75D S	1
CL 52-KR 78	1
AV AVENIDA BOYACA-AC 60B S	1
KR 40-CL 02	1
KR 28-CL 1D	1
CL 55A-KR 29 S	1
KR 13C-CL 55A	1
KR 12-CL 20 ES	1
KR 53-CL 79	1
CL 127BBIS-KR 51A	1
CL 67BIS-KR 47 S	1
CL 46-KR 8A SE	1
KR 4-CL 73DBIS S	1
CL 37BIS-TR 68HBIS	1
CL 66-KR 71A	1
KR 73A-DG 81G	1
KR 2-CL 160B	1
TR 73ABIS-CL 36BIS S	1
KR 76A-CL 57R S	1
DG 5-TR 47	1
KR 14-DG 87 S	1
CL 186-KR 17BIS	1
AV AVENIDA PRIMERO DE MAYO-AC 68	1
KR 3C-CL 13	1
CL 10-KR 15A S	1
CL 8A-KR 81B	1
KR 85C-CL 25B	1
KR 52A-CL 41B S	1
KR 72R-CL 45 S	1
KR 9B-CL 22 ES	1
KR 100-CL 58 S	1
KR 1-CL 110	1
KR 34-CL 31 ES	1
CL 48J-KR 5G	1
CL 65-KR 63B S	1
KR 78B-CL 42F S	1
KR 63B-CL 67 S	1
KR 79F-CL 49B S	1
CL 41-KR 33	1
CL 61A-KR 98B S	1
KR 75-CL 58B	1
CL 27-KR 96H	1
AV AVENIDA CARACAS-AV AVENIDA CIUDAD DE VILLAVICENCIO	1
KR 25A-CL 34 S	1
KR 19ABIS-CL 58 S	1
CL 57R-KR 75C	1
CL 26-KR 73F S	1
CL 26-KR 27A	1
KR 29B-CL 79	1
AV AVENIDA BOYACA-CL 182	1
CL 70B-KR 18L	1
CL 131B-KR 135	1
TR 73F-CL 65A S	1
CL 221-KR 53	1
CL 69B-KR 77 S	1
CL 54-KR 95	1
AV AVENIDA BOYACA-KR 68B	1
CL 146F-KR 73	1
KR 13F-CL 52	1
KR 75C-CL 62D S	1
KR 27H-CL 72C	1
AV AVENIDA PRIMERO DE MAYO-CL 34D S	1
KR 29-CL 28 S	1
AV AVENIDA SUBA-AC 93	1
KR 94-CL 130DBIS	1
KR 14-CL 50 S	1
CL 3-KR 68ABIS S	1
KR 87J-CL 52 S	1
AV AVENIDA CIUDAD DE CALI-CL 73 S	1
CL 78B-KR 38C	1
CL 71-KR 12A SE	1
KR 3-CL 31D S	1
KR 70-CL 62G S	1
KR 87D-CL 33 S	1
AV AVENIDA PRIMERO DE MAYO-CL 12	1
CL 170-KR 90ABIS	1
KR 54-CL 69	1
CL 145B-KR 84A	1
KR 80C-CL 38C	1
KR 79-CL 42G S	1
CL 24-KR 137	1
KR 1B-CL 40A	1
KR 50-CL 41	1
CL 143-KR 142D	1
KR 18G-CL 27D S	1
CL 74-KR 27	1
CL 55-KR 78	1
DG 54-TR 81DBIS S	1
CL 11-KR 20	1
CL 127B-KR 45 S	1
CL 12-KR 82B	1
CL 170-KR 85	1
CL 57-KR 37A	1
KR 106-CL 15V	1
DG 45-TR 13KBIS S	1
KR 55-CL 17A	1
KR 1-CL 75	1
KR 71-CL 95	1
CL 49-KR 86	1
AV AVENIDA CARACAS-KR 30	1
CL 163B-KR 46	1
AC 127-KR 111	1
CL 64-KR 105G	1
CL 69F-KR 50 S	1
CL 37B-KR 2B	1
AK 1-CL 101 S	1
KR 19-CL 48 S	1
KR 8-CL 45	1
CL 185-KR 145	1
KR 107A-CL 137C	1
KR 34C-CL 73F S	1
KR 78C-CL 7A	1
CL 100B-KR 7	1
CL 91-KR 2 SE	1
CL 42A-KR 93C	1
CL 34B-KR 95A S	1
CL 55-KR 11 S	1
CL 52-KR 6 S	1
CL 71-KR 2 S	1
AV AVENIDA BOYACA-KR 62 S	1
CL 64B-TR 93	1
CL 183-KR 48	1
KR 80-CL 53B S	1
KR 129B-CL 142	1
CL 75A-KR 78	1
KR 14A-CL 78A S	1
KR 109-CL 135B	1
KR 88A-CL 33 S	1
CL 22A-KR 5	1
AC 161-KR 21	1
KR 11 - CL 142	1
CL 32-KR 7A	1
KR 55-CL 49 S	1
AV AVENIDA DEL SUR-KR 63F	1
CL 127BBIS-KR 50A	1
CL 43-KR 78FBIS S	1
TR 74B-CL 40I S	1
CL 151BBISA-KR 128	1
CL 43-KR 81G	1
CL 73A-KR 69A	1
KR 26G-CL 35C S	1
DG 95-KR 9 E	1
AV AVENIDA PRIMERA DE MAYO-KR 79BIS	1
KR 69J-CL 63A	1
CL 145-KR 7A	1
KR 14F-CL 73 S	1
DG 25A-KR 94	1
CL 66-KR 57C	1
DG 69A-KR 18U S	1
CL 47B-KR 31	1
CL 36-KR 51D S	1
CL 47A-KR 33 S	1
CL 96-KR 12 S	1
CL 131A-KR 59	1
CL 131-KR 58C	1
CL 65H-KR 78A S	1
KR 19C-CL 61A S	1
TR 18-CL 14 S	1
AC 72-KR 25	1
KR 136A-CL 143A	1
CL 64-KR 112BIS	1
KR 12A-CL 39 ES	1
CL 42A-KR 81D	1
KR 81-CL 73B	1
KR 15-CL 144C	1
AV AVENIDA CIUDAD DE VILLAVICENCIO-TR 79A	1
KR 21-CL 52A	1
CL 16-KR 11	1
CL 86-KR 72	1
TR 42-AC 4D	1
CL 71F-KR 78C S	1
CL 70-KR 75	1
CL 32A-KR 26C S	1
CL 73B-KR 88D S	1
DG 45A-KR 13K	1
CL 24-KR 120A	1
CL 161-KR 25	1
CL 15-KR 02	1
AV AVENIDA CIRCUNVALAR DEL SUR-CL 51	1
CL 70A-KR 7	1
CL 84CBIS-KR 80M S	1
CL 40-TR 73D	1
CL 127DBIS-KR 9A	1
CL 45-KR 72I	1
AV AVENIDA CIUDAD DE QUITO-CL 17	1
KR 50-CL 40B S	1
CL 30-KR 3A	1
CL 9-KR 37A S	1
KR 27-CL 12 S	1
KR 17-CL 96C	1
KR 14I-CL 77 S	1
CL 63A-KR 15	1
KR 78-CL 65A S	1
KR 30-CL 65F	1
CL 22A-KR 8	1
KR 8A-CL 111A	1
CL 31-KR 10D S	1
KR 6B-CL 38 S	1
CL 71-KR 88I S	1
KR 7D-CL 127A	1
KR 27G-CL 71I S	1
CL 52A-KR 77R S	1
KR 14A-CL 72 S	1
KR 19-CL 60G S	1
CL 58CBIS-KR 85B S	1
TR 74DBIS-DG 40F S	1
KR 80-CL 41C S	1
AV AVENIDA CARACAS-KR 70A	1
KR 77-CL 19A S	1
TR 78-CL 49B	1
CL 64-TR 113	1
KR 29-DG 52B S	1
KR 72B-CL 51D S	1
CL 27-KR 24G S	1
AK 50-CL 113	1
KR 128A-CL 104	1
CL 64 S- KR 23 C S	1
CL 20-KR 51F	1
KR 86A-CL 59ABIS S	1
TR 78-CL 41B S	1
KR 16B-CL 59B S	1
CL 71-KR 186	1
CL 71C-KR 14A S	1
CL 77B-KR 123A	1
KR 80-CL 25C	1
CL 54A-KR 81A S	1
AV AVENIDA LAS VILLAS-CL 127	1
KR 104-CL 139A	1
AK 14-CL 93 S	1
CL 29B-KR 50	1
KR 86CBIS-CL 40	1
AV AVENIDA CARACAS-CL 71F S	1
CL 64-KR 68C	1
AK 30-CL 27 S	1
KR 70F-CL 99A	1
CL 67ABIS-KR 2A SE	1
KR 20F-CL 67 S	1
CL 22A-KR 6A S	1
AK 89-CL 128	1
CL 60A-KR 73H S	1
AK 92-CL 162	1
KR 14B-CL 3 S	1
CL 31-KR 10D	1
KR 6-CL 13A	1
CL 20A-KR 96F	1
TR 6B-CL 41 ES	1
AK 60-CL 66	1
KR 80-CL 16	1
KR 80H-CL 57A	1
KR 95B-CL 139	1
KR 80A-CL 24C	1
CL 132X-KR 139	1
CL 43-KR 12BISA	1
CL 76 A AS- KR 72 S	1
CL 17-KR 115B	1
KR 27A-CL 63C	1
CL 77-KR 6	1
KR 84C-CL 58CBIS	1
TR 33-CL 38BIS S	1
CL 24-KR 64B	1
KR 78A-CL 44A S	1
CL 68-KR 51A	1
CL 236-KR 81C	1
CL 26-KR 49A	1
KR 49A-CL 171A	1
KR 74-CL 42C S	1
KR 3B- CL 32 A	1
CL 7-KR 112	1
DG 24C-KR 96A	1
CL 80-KR 5H S	1
KR 29-CL 11	1
AC 42-KR 4	1
TR 91-CL 127A	1
KR 52-CL 49ABIS S	1
CL 38-KR 12B SE	1
KR 72-CL 42F S	1
CL 2B-KR 40A	1
CL 17-KR 7B	1
TV 13 A BISB- CL 32 B	1
KR 104-CL 128D	1
AV AVENIDA PRIMERO DE MAYO-AC 40A	1
CL 78-KR 88H S	1
CL 33-KR 13 S	1
CL 67-KR 68C	1
CL 23-KR 110	1
CL 69 S- KR 18 L S	1
KR 84C-CL 117F	1
KR 71-CL 54	1
KR 17-CL 151	1
DG 70-TR 54 S	1
KR 18B-CL 67A S	1
KR 1-CL 80A E	1
KR 101-CL 130	1
CL 190-KR 18	1
CL 137-KR 137	1
CL 75-KR 78BIS	1
KR 91-CL 93G	1
KR 68G-CL 26 S	1
CL 44-KR 12	1
KR 7B-CL 9	1
KR 25-CL 2A	1
KR 72J-CL 39B S	1
AV AVENIDA DEL SUR-KR 64BIS	1
KR 28B-CL 75A	1
AV AVENIDA CIUDAD DE QUITO-CL 29 S	1
KR 24I-CL 77B S	1
CL 41B-KR 14A E	1
KR 108-CL 18B	1
AV AVENIDA CIUDAD DE CALI-DG 85	1
TR 76-DG 87F	1
DG 69B-KR 181	1
AV AVENIDA CIRCUNVALAR-AC 39	1
CL 65A-KR 77J S	1
KR 107A-CL 69B	1
KR 80C-CL 65F S	1
CL 73A-KR 81	1
DG 45A-KR 52A S	1
KR 16A-CL 46C ES	1
KR 16-CL 87 ES	1
KR 14-CL 75	1
CL 147-KR 101	1
CL 41A-KR 89C S	1
AK 89B-CL 54B S	1
KR 95-CL 58 S	1
KR 111-CL 68A E	1
AK 24-CL 25 S	1
CL 51A-KR 82C S	1
CL 48B-KR 28	1
KR 80-CL 65A	1
AC 13-KR 6C	1
KR 33A-CL 52A S	1
CL 72-TR 56	1
CL 72B-KR 89A S	1
AV AVENIDA CIUDAD DE VILLAVICENCIO-CL 134	1
AV AVENIDA PRIMERO DE MAYO-AC 35A	1
AV AVENIDA CIUDAD DE CALI-CL 61C	1
AV AVENIDA JORGE GAITAN CORTES-CL 68	1
CL 101-KR 8B	1
KR 55-CL 17	1
TR 24A-DG 63	1
AK 150-CL 133	1
CL 68B-KR 109A	1
CL 17-KR 7A	1
CL 183-KR 12	1
KR 89D-CL 6D S	1
AV AVENIDA CIUDAD DE CALI-KR 16	1
DG 34A-TR 81BISA S	1
AV AVENIDA BOYACA-AC 53A	1
KR 71D-CL 22 S	1
KR 27B-CL 71	1
TR 73I-DG 75 S	1
TR 54-CL 49B	1
KR 20C-CL 63	1
KR 53B-CL 4B	1
TR 74ABIS-CL 82H	1
KR 77G-CL 70B S	1
CL 163-KR 19A	1
DG 3-AK 86	1
CL 22BIS-KR 9D S	1
CL 75-KR 8A S	1
KR 31D-CL 16	1
CL 174B-KR 75	1
AK 99-CL 130	1
AV AVENIDA CIUDAD DE CALI-CL 64JBIS	1
TR 79D-DG 73D	1
CL 8-KR 78C	1
TR 59-CL 108	1
KR 53-CL 59	1
TR 86B-AC 60 S	1
CL 122-KR 37	1
CL 104A-KR 9 S	1
CL 84-KR 14G S	1
AC 57R-KR 73I	1
AV AVENIDA BOYACA-AC 44C S	1
AV AVENIDA CIRCUNVALAR SUR-CL 39	1
KR 18B-CL 6A	1
CL 61B-KR 19A	1
AK 1-CL 116	1
CL 53-KR 7A S	1
KR 27-CL 83A	1
CL 75-KR 71B	1
CL 61-KR 89 S	1
AC 71-KR 72 S	1
KR 18L-DG 68A S	1
CL 43A-KR 72G	1
KR 96-CL 145	1
TR 54-CL 43BBIS	1
KR 111B-CL 86	1
KR 45-CL 134B	1
KR 121D-CL 128D	1
KR 73A-CL 77A	1
CL 81A-KR 18H S	1
CL 44-KR 23B	1
AV AVENIDA DEL SUR-AC 37 S	1
CL 25G-KR 81A	1
KR 73A-CL 113	1
CL 30-KR 62	1
CL 32-KR 71F S	1
KR 100-CL 130C	1
CL 59C-KR 87	1
CL 72A-KR 68C	1
AV AVENIDA BOYACA-KR 76	1
AV AVENIDA CIUDAD DE CALI-KR 46	1
AV AVENIDA PASEO DE LOS LIBERTADORES-CL 158	1
KR 51-CL 3	1
KR 12-CL 59	1
KR 21-CL 7	1
CL 53-KR 71B S	1
CL 90-KR 5 SE	1
KR 77-CL 60B S	1
KR 14D-CL 106 S	1
CL 68D-KR 71B S	1
KR 79-CL 53C S	1
KR 42BIS-CL 20	1
KR 77J-CL 65BISA	1
KR 60-CL 164A	1
KR 45A-CL 129A	1
KR 51-CL 56C	1
KR 7C-CL 115 ES	1
AK 70-CL 105	1
CL 43B-KR 22	1
KR 7C-CL 110 ES	1
KR 96G-CL 19A	1
KR 120-CL 7A	1
CL 20-TR 53	1
AV AVENIDA CARACAS-KR 41B S	1
AK 24-CL 63B	1
CL 132-KR 94B	1
KR 1B-CL 40A ES	1
CL 137-KR 52	1
KR 115-CL 17C	1
KR 10-CL 306	1
KR 111C-CL 72D	1
KR 75B-CL 57G S	1
KR 45 A - CL 57 D	1
CL 79-KR 71	1
KR 69D-CL 24A	1
KR 123-CL 154	1
CL 18-KR 12 SE	1
CL 139-KR 144	1
AC 19-KR 40	1
AV AVENIDA BOYACA-TR 3C	1
AV AVENIDA SUBA-CL 20	1
KR 50-CL 5CBIS	1
CL 57A-KR 61C	1
CL 22A-KR 103A	1
TR 64-DG 2	1
KR 50A-CL 55A S	1
KR 2C-CL 59 ES	1
DG 97-KR 1 S	1
KR 9A-CL 48GBIS S	1
AV AVENIDA BOYACA-CL 78BIS S	1
AV AVENIDA CARACAS- CL 17	1
KR 33-CL 1F	1
CL 127-KR 11CBIS	1
AV AVENIDA BOYACA-KR 98BIS	1
KR 108A-CL 140A	1
CL 71A-KR 79 S	1
KR 57B-CL 79C S	1
KR 57-CL 5A	1
CL 64-KR 20A	1
CL 58L-KR 79CBIS S	1
CL 25F-KR 37	1
CL 60 A S- KR 87 H S	1
DG 79A-KR 55B	1
CL 70G-KR 19 S	1
CL 22F-KR 111A	1
KR 98C-CL 58C S	1
CL 178-KR 63	1
KR 52-CL 165	1
KR 3A-CL 31A ES	1
KR 35B-CL 10A S	1
CL 83-TR 94L	1
AC 0-KR 0	1
TR 60-CL 45A	1
CL 34-KR 7A	1
CL 210-KR 109	1
CL 23-KR 37	1
CL 7-KR 170	1
CL 78BBIS-KR 16	1
KR 85A-CL 46D S	1
CL 61-KR 19G S	1
CL 80-KR 70G	1
CL 142C-KR 151C	1
AC 20-TR 39BISA	1
CL 58A-KR 89A S	1
KR 127-CL 132D	1
KR 1A-CL 1D E	1
CL 12-KR 84	1
KR 46B-CL 69I S	1
KR 14-CL 20 S	1
KR 73A-CL 52B	1
KR 27 - CL 38	1
KR 19-CL 44B S	1
CL 57R-KR 64A S	1
CL 44-KR 15	1
KR 104-CL 20C	1
CL 9A-KR 60	1
TR 3L-DG 45F S	1
KR 96-CL 131B	1
DG 38-KR 80G S	1
CL 13 - KR 65	1
CL 68-KR 19F S	1
CL 42-KR 51G S	1
KR 78-CL 71A S	1
KR 65B-CL 21	1
KR 113A-CL 22	1
CL 66-KR 18T	1
CL 22-KR 5A S	1
TR 70G-CL 63A	1
KR 116-CL 235	1
CL 58-KR 71	1
KR 81A-CL 64H	1
AV AVENIDA BOYACA-CL 67A S	1
TR 76B-DG 82G	1
KR 80J-DG 42A S	1
KR 16C-CL 163	1
CL 17-KR 19	1
CL 57R-KR 71D S	1
KR 84-CL 68	1
CL 65-KR 84	1
CL 187C-KR 2	1
TR 24I-CL 27	1
KR 9-CL 39 ES	1
TR 74DBIS-CL 69 S	1
CL 32A-KR 13B	1
CL 183-KR 7D	1
CL 27A-KR 12H S	1
AV AVENIDA PRIMERA DE MAYO-KR 80C	1
KR 6-CL 54A	1
KR 86 - CL 17	1
CL 42-KR 31A S	1
CL 65B-KR 105C	1
CL 43A-KR 12B SE	1
KR 6-CL 31	1
KR 19B-CL 28	1
AC 127-KR 56B	1
CL 17-KR 74	1
CL 45D-KR 4 SE	1
KR 21-CL 43	1
AC 170-KR 20	1
KR 93BIS-CL 132C	1
CL 22-KR 21 S	1
KR 30-CL 93BIS	1
CL 68-TR 70D S	1
CL 49-KR 2	1
CL 146D-KR 79	1
CL 43-KR 68D	1
CL 74-KR 78A S	1
TR 59-CL 59A	1
KR 45-CL 53	1
KR 79B-CL 54B	1
AV AVENIDA PRIMERA DE MAYO-CL 41C S	1
DG 57A-KR 3A S	1
AC 6-KR 2A	1
KR 81-CL 76 S	1
KR 86A-CL 57	1
KR 14-CL 44	1
CL 134-KR 118	1
KR 18-CL 4	1
KR 78C-CL 69C	1
CL 48-KR 21 S	1
KR 4-CL 179	1
CL 15-KR 21	1
KR 13B-CL 43A E	1
TR 77I-CL 69A	1
AV AVENIDA CARACAS- CL 45	1
AV AVENIDA BOYACA-KR 16G	1
CL 68-KR 54 S	1
KR 246-CL 23 S	1
CL 100-KR 21B	1
KR 41-CL 68C S	1
KR 81G-CL 42H S	1
KR 112F-CL 81	1
KR 113-CL 73B	1
TR 73D-CL 38 S	1
KR 196-CL 64 S	1
KR 11-CL 4 S	1
KR 11-CL 65 S	1
CL 183-KR 23	1
CL 144-KR 136	1
KR 12-CL 18 S	1
AC 43-KR 80D S	1
KR 45-CL 69K S	1
CL 65-KR 20D S	1
AV AVENIDA CUIDAD DE VILLAVICENCIO-KR 70	1
KR 7D-CL 1 S	1
KR 27-CL 65CBIS	1
CL 33-KR 24 S	1
CL 62D-KR 73G S	1
AV AVENIDA PASEO LOS LIBERTADORES-CL 127	1
DG 69C-KR 14R S	1
CL 26-KR 121	1
TR 73B-CL 38 S	1
KR 3A-CL 30 ES	1
KR 50-CL 68	1
KR 43A-DG 5A	1
KR 10-CL 52 S	1
CL 48A-TR 78HBIS S	1
CL 80C-KR 90A	1
CL 2-KR 89D	1
KR 6A-CL 101B S	1
KR 11B-CL 55 ES	1
KR 8-CL 170	1
KR 22B-CL 60	1
CL 82-KR 102C	1
CL 82-KR 89BISA S	1
AK 19-CL 112	1
CL 7CBIS-KR 73A	1
KR 99-CL 159	1
KR 5-CL 30BIS ES	1
TR 23-CL 92	1
KR 18 - CL 11	1
DG 43-KR 28 S	1
AC 94-KR 30	1
KR 87I-CL 42B S	1
AV AVENIDA CARACAS-CL 101	1
CL 74B-KR 12	1
CL 70A-KR 21	1
CL 65A-KR 15 S	1
KR 18-CL 86	1
CL 48-KR 70D	1
KR 55 A - CL 169	1
CL 90-KR 16	1
KR 658-CL 9A	1
CL 63-KR 8I S	1
CL 82A-KR 80K S	1
CL 35B-KR 26B	1
KR 120-CL 82	1
AV AVENIDA DEL SUR-CL 56A	1
KR 26 B - CL 28	1
CL 45-KR 8C S	1
CL 8-KR 69	1
KR 24-CL 48G	1
CL 49-KR 88 S	1
AC 85-KR 15	1
TR 80I-CL 92A S	1
CL 65-KR 80D S	1
CL 71B-KR 18JBIS S	1
CL 118-KR 18C	1
CL 1B-KR 28C	1
AV AVENIDA BOYACA-CL 92C	1
CL 34-KR 89 S	1
KR 30-CL 29A	1
DG 69-KR 17M S	1
AV AVENIDA CIUDAD DE VILLAVICENCIO-CL 57A S	1
CL 84-KR 14BBIS S	1
TR 69H-AC 80	1
CL 26-TR 33	1
CL 34B-KR 68HBIS S	1
CL 84-KR 14B S	1
CL 55A-KR 68A S	1
KR 20C-CL 68 S	1
KR 13A-CL 18	1
TR 12B-CL 49 ES	1
CL 83BIS-KR 0 SE	1
AC 45-KR 50B S	1
CL 9-KR 53F	1
CL 139-KR 127C	1
KR 14D-CL 163A	1
AV AVENIDA BOYACA-KR 40	1
CL 74A-KR 67A	1
CL 45D-KR 19	1
KR 105-CL 69 S	1
CL 71-KR 27A	1
KR 9C-CL 30B ES	1
KR 71A-CL 77G	1
KR 27A-CL 72	1
CL 53-KR 2	1
KR 27I-CL 71D S	1
KR 56-CL 3A	1
CL 14-KR 33	1
KR 77-CL 65A S	1
CL 24B-KR 66	1
KR 45B-CL 68F S	1
CL 39-KR 34	1
DG 15A-KR 106	1
KR 5L-CL 49ABIS S	1
CL 67ABIS-KR 18DBISB S	1
CL 63F-KR 25BIS	1
KR 6A-CL 51A	1
AV AVENIDA BOYACA-DG 68 S	1
CL 152B-KR 110	1
KR 8-CL 78	1
CL 73BIS-KR 77I S	1
CL 66A-KR 87 S	1
CL 26-KR 8 S	1
AV AVENIDA BOYACA-KR 67 S	1
KR 3-CL 41 ES	1
TR 79-CL 72 S	1
KR 68I-CL 42 S	1
KR 68M-CL 37A S	1
DG 46B-TR 13B S	1
KR 120-CL 86A	1
KR 11A-CL 63 S	1
KR 52A-DG 47 S	1
CL 12B-KR 2	1
CL 130-KR 126	1
CL 55-KR 72	1
KR 77I-CL 69B	1
TR 42D-DG 39H S	1
CL 143B-KR 151	1
CL 6-TR 86	1
TR 12A-CL 42 S	1
KR 50-CL 42A S	1
AV AVENIDA CIUDAD DE VILLAVICENCIO- KR 32	1
CL 9A-KR 14 S	1
CL 51A-KR 74	1
AV AVENIDA BOYACA-DG 69F	1
CL 54-KR 81GBISA S	1
CL 102-KR 70	1
CL 64C-KR 69C	1
CL 134-KR 159	1
CL 1CBIS-KR 18A	1
KR 76-CL 48	1
AV AVENIDA CENTENARIO-CL 108	1
TR 7-CL 88C ES	1
CL 45A-KR 54A	1
CL 74-KR 72	1
CL 69B-KR 14	1
TR 86-CL 63	1
CL 22-KR 86A	1
CL 107B-KR 9B SE	1
CL 73I-KR 69K	1
KR 2-CL 92	1
KR 64A-CL 21C	1
CL 86-KR 74	1
KR 107-CL 36	1
AK 68A-CL 100	1
AK 14-CL 18A	1
CL 92-KR 14B S	1
CL 39-KR 11 S	1
TR 6C-CL 32B ES	1
TR 96A-DG 75F	1
CL 80 - KR 120	1
CL 57B-KR 84 S	1
CL 43-KR 11B SE	1
CL 14-KR 13	1
KR 81-CL 87	1
KR 3-CL 45C ES	1
KR 75-CL 81 S	1
CL 9-KR 115	1
DG 49BIS-KR 56 S	1
KR 131-CL 129	1
CL 132A-KR 91	1
CL 71-KR 87C S	1
AV AVENIDA CARACAS-KR 43	1
KR 65-CL 67BISD	1
KR 20-CL 173A	1
AC 51-KR 15 S	1
AV AVENIDA CIUDAD DE VILLAVICENCIO-CL 48	1
KR 86-CL 8BIS	1
CL 41B-KR 81A S	1
AC 72-KR 6	1
CL 38C-KR 78G S	1
CL 55-KR 87A S	1
CL 2BISA-KR 2A	1
KR 3 E- CL 91 E	1
CL 73D-KR 35	1
KR 91-CL 94A	1
KR 14-CL 15 S	1
TR 80B-DG 66 S	1
KR 19G-CL 82B S	1
KR 13A-CL 164A	1
KR 7-CL 190BIS	1
TV 2 A - CL 2 BIS	1
AV AVENIDA DE LAS AMERICAS-KR 74A	1
CL 74-KR 80J	1
CL 91-KR 6B SE	1
DG 2-KR 80G	1
AC 26-KR 68GBIS S	1
KR 57A-CL 94B	1
AC 68-KR 48 S	1
CL 25-KR 103	1
KR 3-DG 92	1
KR 8 D D- CL 74 C	1
CL 167 - KR 54 D	1
AV AVENIDA PRIMERO DE MAYO-CL 6	1
CL 116-KR 235	1
CL 103A-KR 7	1
KR 31B-CL 3	1
TR 2D-CL 51 S	1
AK 100-CL 25CBIS	1
KR 18C-CL 4A	1
KR 100H-CL 64D	1
DG 64-KR 19A S	1
AV AVENIDA PASEO DE LOS LIBERTADORES-CL 161	1
KR 80A-CL 13BIS	1
KR 3A-CL 90A	1
KR 40-CL 29A	1
CL 55-KR 11A SE	1
AV AVENIDA CIUDAD DE CALI-CL 47A	1
KR 8-CL 1F	1
CL 27-KR 19B	1
TR 76-CL 137	1
AV AVENIDA PASEO DE LOS LIBERTADORES-CL 244	1
CL 31-KR 26B	1
AV AVENIDA PASEO DE LOS LIBERTADORES-CL 122	1
CL 16H-KR 112C	1
KR 71D-CL 26	1
DG 83-TR 74A	1
CL 4A-KR 19A	1
KR 163A-CL 18A	1
KR 42B-CL 17	1
CL 66BIS-KR 2A	1
CL 11-KR 0 S	1
KR 48-CL 124	1
AK 70-CL 66B	1
CL 59-KR 78HBISA S	1
CL 59-KR 96	1
CL 147-KR 98B	1
DG 49ABISB-KR 13J S	1
CL 56-KR 24	1
KR 12-CL 39B ES	1
KR 80-CL 39C S	1
AK 104-CL 135A	1
CL 74A-KR 116C	1
CL 24-KR 123A	1
KR 21B-CL 32 S	1
AV AVENIDA CIUDAD DE VILLAVICENCIO-CL 81D	1
CL 67A-KR 42	1
KR 80A-CL 74	1
CL 26-KR 4D S	1
CL 31-KR 68A S	1
CL 7-KR 89B	1
KR 170-CL 65	1
CL 78-KR 69R	1
CL 162-KR 55	1
KR 20A-CL 125A	1
KR 55-CL 115	1
KR 12J-CL 31A S	1
CL 48-KR 74A	1
KR 95A-CL 63 S	1
KR 9-CL 60	1
CL 71A-KR 108A	1
CL 11-KR 23B SE	1
AC 17-KR 96J	1
TR 27-CL 73 S	1
CL 72-KR 27 S	1
AV AVENIDA CARACAS-CL 127	1
KR 100-DG 16BBIS	1
AK 86-CL 38BIS S	1
TR 60-CL 45A S	1
KR 89-CL 127B	1
CL 125-KR 45A	1
CL 128-KR 90C	1
CL 10-KR 68	1
CL 38ABIS-TR 35	1
AV AVENIDA DEL SUR-KR 27	1
AV AVENIDA PRIMERA DE MAYO-KR 68GBIS	1
DG 31A-KR 82C S	1
AK 86-CL 65C	1
CL 78-KR 18 S	1
KR 84A-CL 89	1
CL 3-KR 40A	1
KR 71-CL 18	1
CL 1-KR 68B S	1
KR 72-CL 7C	1
CL 28C-KR 9 SE	1
CL 64B-KR 19D	1
KR 10-CL 35	1
CL 36-KR 14 S	1
KR 103FBIS-CL 140A	1
CL 20-KR 39BIS	1
CL 88-KR 88C S	1
KR 73BIS-CL 6 S	1
KR 110-CL 74A	1
AC 183-KR 11	1
KR 1-CL 59 S	1
CL 136A-KR 152	1
AV AVENIDA CUIDAD DE VILLAVICENCIO-KR 57H S	1
DG 74BIS-KR 20A	1
CL 192-KR 7B	1
CL 52-KR 5C SE	1
KR 100-CL 135	1
DG 68-KR 71F S	1
KR 76-CL 78A	1
TR 44-CL 55B S	1
CL 16-KR 52 S	1
