DIRECCION_BASE	count
KR 1-CL 98 S	3
AV AVENIDA CIUDAD DE CALI-CL 60	3
CL 67C-KR 105F	3
AV AVENIDA CIUDAD DE VILLAVICENCIO-KR null	3
AV AVENIDA CARACAS-DG 30	3
AV AVENIDA BOYACA-KR 53 S	3
CL 63-KR 92 S	3
KR 10-CL 38 S	3
CL 56F-KR 90B S	3
CL 147-KR 99	3
AK 9-CL 163A	3
KR 76-CL 78	3
AV AVENIDA BOYACA-AC 2	3
CL 102-KR 15	3
KR 59-CL 17	3
CL 39-KR 3A SE	3
CL 40B-KR 87FBIS S	3
KR 31-CL 9	3
CL 10B-KR 16 S	3
KR 7-CL 1 ES	3
CL 38-KR 72N S	3
AC 13-KR 132	3
KR 68-CL 99A	3
KR 68DBIS-CL 38 S	3
KR 28A-CL 72	3
CL 67-KR 63 S	3
CL 7-KR 39	3
AV AVENIDA PRIMERA DE MAYO-KR 40B	3
KR 101B-CL 139	3
AV AVENIDA DE LAS AMERICAS-CL 68F	3
KR 51-CL 68	3
KR 3B-CL 32 S	3
AV AVENIDA PRIMERO DE MAYO-KR 38C	3
AV AVENIDA DEL SUR-CL 65F S	3
AV AVENIDA CIRCUNVALAR-CL 23A	3
TR 80G-CL 2 S	3
KR 29C-CL 76	3
KR 68A-CL 39I S	3
CL 63-KR 61	3
KR 23-CL 7	3
CL 1-TR 22	3
CL 5C-KR 56	3
KR 107-CL 23	3
CL 27A-KR 7 SE	3
CL 38C-KR 78N S	3
CL 80-KR 109A	3
CL 108-KR 8A SE	3
KR 15-CL 57A ES	3
AV AVENIDA BOYACA-CL 140	3
AV AVENIDA CIUDAD DE VILLAVICENCIO-CL 86	3
KR 80-CL 57C S	3
KR 36-CL 19D	3
AV AVENIDA DEL SUR-CL 51	3
CL 71A-KR 23	3
AC 23-KR 106	3
AK 7-CL 114	3
TR 78L-CL 68D S	3
KR 31C-CL 5C	3
CL 17-KR 24H S	3
CL 31-KR 2 S	3
KR 12G-CL 18A S	3
AV AVENIDA CIRCUNVALAR-KR 22	3
TR 53-CL 0	3
AV AVENIDA DE LAS AMERICAS-CL 28	3
TR 21-CL 98	3
CL 39-KR 3 SE	3
KR 50-CL 119	3
CL 10-KR 20 S	3
KR 78M-CL 36 S	3
CL 26-KR 88	3
KR 19-CL 55 S	3
CL 151C-KR 109A	3
KR 52-CL 127D	3
CL 63-KR 107	3
CL 71B-KR 78	3
CL 138-KR 151A	3
CL 42-KR 21 S	3
KR 8-CL 56	3
TR 81BIS-CL 34A S	3
CL 18-KR 9	3
CL 68A-KR 14 S	3
AC 127-KR 13	3
CL 139-KR 145A	3
AK 45-CL 78	3
CL 53-KR 87	3
AV AVENIDA PRIMERO DE MAYO-CL 41G S	3
KR 8-CL 84	3
DG 7ABIS-TR 75	3
KR 3-CL 29 S	3
CL 10-KR 19A	3
KR 13-CL 50A	3
CL 130F-KR 94	3
KR 8-CL 13	3
AC 6-TR 42	3
KR 6-CL 13A S	3
CL 36-KR 69 S	3
KR 28-CL 37	3
TR 93-CL 64	3
CL 72-KR 71B	3
CL 63B-KR 117	3
CL 90A-KR 95	3
DG 51A-KR 31 S	3
KR 10-CL 25 S	3
DG 60-KR 80 S	3
KR 67-CL 66A S	3
KR 45-CL 140	3
CL 42A-KR 8 SE	3
CL 6-KR 87	3
AV AVENIDA PRIMERA DE MAYO-TR 31	3
KR 28A-CL 76	3
KR 19-CL 30	3
CL 15A-KR 86	3
KR 80-CL 58N S	3
KR 68-CL 40B S	3
TR 79D-DG 74A S	3
CL 147-KR 58	3
CL 119-KR 4	3
CL 75-KR 69R	3
TR 73ABIS-CL 35D S	3
KR 78K-CL 41 S	3
CL 59-KR 60 S	3
AV AVENIDA BOYACA-CL 11A S	3
AV AVENIDA PRIMERO DE MAYO-CL 36	3
KR 68-CL 66B	3
DG 62HBIS-TR 73J S	3
KR 72-CL 74	3
CL 39A-KR 25	3
CL 75-KR 8	3
KR 79BIS-CL 56 S	3
AV AVENIDA PRIMERO DE MAYO-CL 72B S	3
KR 8-CL 111	3
CL 147B-KR 90	3
CL 152B-KR 73B	3
DG 2-KR 79G	3
CL 142-KR 17A	3
AV AVENIDA CIUDAD DE VILLAVICENCIO-KR 82A	3
CL 27-KR 11	3
CL 40-KR 93C S	3
KR 2-CL 21 E	3
KR 9-CL 53 S	3
AV AVENIDA DE LAS AMERICAS-KR 77	3
KR 2-CL 74	3
KR 69B-CL 34 S	3
KR 29-CL 26	3
KR 56-CL 4	3
AV AVENIDA PRIMERO DE MAYO-CL 50A	3
KR 86-CL 75BIS	3
CL 71-KR 88C S	3
CL 120-KR 70	3
KR 5-CL 76	3
KR 27H-CL 76 S	3
CL 53-KR 12C S	3
CL 60A-KR 82F S	3
KR 72-CL 69A	3
CL 15-KR 25	3
AC 23-KR 54	3
KR 102-CL 24F	3
CL 128A-KR 49	3
AV AVENIDA CIUDAD DE VILLAVICENCIO-CL 63	3
KR 49B-CL 170	3
KR 7-CL 31 ES	3
CL 119-KR 9A	3
KR 10A-CL 27 S	3
KR 6-CL 22 ES	3
KR 7-CL 157	3
KR 72-CL 2A	3
CL 48-KR 15	3
CL 23D-KR 103A	3
AV AVENIDA CIUDAD DE CALI-CL 38D	3
CL 18-KR 28A	3
CL 37-KR 78B S	3
CL 18-KR 7	3
KR 98B-CL 73 S	3
KR 12-CL 79	3
CL 6D-KR 87A S	3
AV AVENIDA CIUDAD DE VILLAVICENCIO-KR 81D	3
CL 57Q-KR 75	3
KR 60-CL 23	3
AV AVENIDA CENTENARIO-CL 104	3
KR 30-CL 16 S	3
AK 19-CL 45	3
AC 23-KR 33	3
CL 65G-KR 77J S	3
CL 55-KR 19A S	3
AV AVENIDA BOYACA-KR 147	3
KR 52-CL 16 S	3
CL 69C-KR 112	3
KR 107C-CL 63	3
CL 79-KR 66	3
CL 67B-KR 57C	3
KR 87C-CL 66B S	3
KR 47-CL 143	3
KR 101-CL 147	3
TR 80H-CL 68A S	3
CL 175-KR 70	3
CL 50B-KR 33 S	3
CL 17-KR 58	3
KR 153-CL 132	3
CL 79-KR 18	3
KR 78GBISC-CL 45 S	3
AV AVENIDA BOYACA-CL 124	3
KR 72-CL 169B	3
KR 8H-CL 164	3
KR 80G-CL 2 S	3
CL 64D-KR 69H	3
CL 35-KR 69B S	3
CL 48C-KR 24D S	3
AV AVENIDA CIUDAD DE CALI-DG 63F	3
AK 24-CL 42	3
CL 8-KR 8A S	3
AK 50-CL 37 S	3
AV AVENIDA PRIMERO DE MAYO-CL 44B S	3
KR 19B-CL 23	3
CL 20B-KR 97	3
CL 10-KR 66A	3
KR 29-CL 68	3
KR 8H-CL 165	3
CL 61C-KR 27	3
KR 91-CL 145A	3
AV AVENIDA CIUDAD DE VILLAVICENCIO-KR 22I	3
CL 6-KR 1A	3
AC 53-KR 25	3
KR 42-CL 3	3
CL 93B-KR 19	3
CL 93-KR 12 S	3
KR 92-CL 87	3
KR 65B-CL 11	3
KR 87B-CL 7	3
KR 69-CL 68B	3
AC 1-KR 19D	3
AV AVENIDA CARACAS-KR 34	3
KR 64-CL 78	3
CL 70-KR 107	3
KR 15-CL 46F ES	3
AK 30-CL 53A	3
TR 21-CL 95	3
KR 87-CL 2A	3
CL 23D-KR 107	3
CL 45-KR 72V S	3
AC 100-KR 49C	3
TR 4C-CL 35 S	3
CL 85-KR 8	3
KR 45-CL 114A	3
KR 5-CL 87	3
KR 50-CL 72	3
AK 7-CL 100	3
CL 135-KR 58B	3
AV AVENIDA CARACAS-CL 69G S	3
CL 120A-KR 5	3
KR 20-CL 70A	3
KR 27-CL 20	3
CL 50B-KR 32 S	3
AK 10-CL 7	3
AV AVENIDA DEL SUR-CL 53B	3
AV AVENIDA DEL SUR-KR 75C	3
KR 122A-CL 64	3
CL 48B-KR 19C S	3
CL 89-KR 30	3
KR 17-CL 7A	3
AV AVENIDA CIRCUNVALAR-CL 40A	3
CL 26-KR 86 S	3
AV AVENIDA CARACAS-CL 71A S	3
KR 13C-CL 57 S	3
KR 19-DG 40A	3
AC 63-KR 59A	3
CL 95-KR 69B	3
CL 161-KR 7G	3
CL 27-KR 22 S	3
KR 72-CL 48A	3
DG 38A-KR 29 S	3
CL 45A-KR 52C	3
CL 43-KR 88C S	3
KR 69C-CL 6A	3
KR 5-CL 2A E	3
CL 16H-KR 99	3
KR 32-CL 8A	3
KR 28-CL 67	3
KR 14L-CL 68A S	3
CL 4-KR 31D	3
CL 46-KR 8	3
DG 47-KR 77B	3
CL 9-KR 81A	3
CL 52-KR 72	3
KR 25-CL 23	3
CL 139-KR 86	3
AC 80-KR 74A	3
CL 51-KR 88C S	3
AV AVENIDA PRIMERA DE MAYO-KR 52D	3
KR 80-CL 68A	3
KR 87J-CL 55 S	3
CL 77B-KR 116C	3
KR 84A-CL 145	3
CL 183-KR 8A	3
CL 65A-KR 83	3
AV AVENIDA BOYACA-AC 56 S	3
AC 68-KR 60	3
KR 99-CL 21	3
KR 25-CL 51 S	3
TR 94L-CL 81	3
KR 102B-CL 150	3
CL 70A-KR 5	3
CL 52-KR 95A S	3
KR 29-CL 1B	3
KR 52C-CL 31 S	3
KR 43A-CL 22ABIS	3
AV AVENIDA PASEO DE LOS LIBERTADORES-CL 209	3
KR 111C-CL 83A	3
CL 65-KR 92 S	3
KR 13B-CL 43A ES	3
CL 122-KR 16	3
KR 94-CL 6C	3
CL 63-KR 93 S	3
KR 7A-CL 89	3
AV AVENIDA CARACAS-CL 64A S	3
KR 104-CL 142	3
CL 83-KR 96	3
KR 4-CL 185A	3
TR 78L-CL 69C S	3
KR 68D-CL 24A	3
KR 21-CL 37 S	3
AV AVENIDA CIUDAD DE CALI-CL 69B	3
CL 49-KR 7 SE	3
KR 103B-CL 150C	3
CL 130-KR 59B	3
CL 40-KR 68D S	3
TR 78D-CL 10A	3
AV AVENIDA BOYACA-AC 49 S	3
CL 9-KR 65	3
KR 78H-CL 45 S	3
CL 2-KR 53	3
CL 33BIS-KR 12G S	3
CL 22A-KR 68	3
CL 66-KR 76	3
AV AVENIDA CUIDAD DE VILLAVICENCIO-KR 43	3
KR 71D-CL 64	3
KR 28-CL 48C S	3
AV AVENIDA CUIDAD DE VILLAVICENCIO-TR 33	3
KR 7-CL 125	3
CL 31-KR 13	3
AC 9-KR 64	3
KR 7A-CL 44 ES	3
CL 163-KR 8F	3
AC 17-KR 119	3
AV AVENIDA CIRCUNVALAR-KR 18	3
CL 145-KR 95	3
AC 13-KR 108	3
AV AVENIDA BOYACA-AC 71 S	3
AC 72-KR 70D	3
AK 68-CL 12B	3
CL 59A-KR 76A S	3
KR 80-CL 35B S	3
KR 52-CL 66A	3
KR 1-CL 42	3
CL 63-KR 8	3
KR 50-CL 25	3
CL 74B-KR 69K	3
AV AVENIDA DEL SUR-CL 54A S	3
CL 12B-KR 37	3
KR 30-CL 17B S	3
AC 24-KR 44A	3
KR 19-CL 23A	3
CL 130A-KR 59B	3
KR 68-CL 15 S	3
KR 17-CL 48	3
CL 65-KR 28A	3
KR 78C-CL 70A S	3
CL 71-KR 12	3
AV AVENIDA DE LAS AMERICAS-CL 68B	3
CL 150A-KR 92	3
KR 72-CL 57B S	3
KR 85-CL 52 S	3
CL 6-KR 69B	3
AV AVENIDA CARACAS-KR 5	3
KR 19C-CL 59 S	3
CL 40-KR 68 S	3
CL 72-KR 27A	3
KR 68H-CL 24 S	3
CL 4F-KR 43C	3
AK 68-CL 23A	3
KR 32-CL 17A	3
CL 52-KR 7	3
KR 28-CL 65	3
CL 36F-KR 3B SE	3
CL 131-KR 102	3
CL 50-KR 6 S	3
CL 79B-KR 56BIS	3
KR 6-CL 76B S	3
KR 5-CL 24A ES	3
TR 60-DG 52 S	3
CL 64-KR 128	3
KR 81-CL 73D S	3
AV AVENIDA BOYACA-AC 8	3
KR 81-CL 77 S	3
KR 12-CL 20	3
CL 23-KR 86	3
AV AVENIDA BOYACA-KR 19BBIS	3
KR 26-CL 44 S	3
AK 10-CL 31 S	3
AV AVENIDA CARACAS-KR 45 S	3
CL 9-KR 50	3
KR 27-CL 29A	3
KR 1-CL 90D S	3
KR 20-CL 26 S	3
KR 45A-CL 125	3
KR 90A-CL 2	3
CL 71C-KR 29C	3
CL 68-KR 16	3
KR 86-CL 10B	3
CL 68-KR 68A	3
CL 91-KR 47	3
CL 86A-KR 15	3
CL 153-KR 94	3
KR 22-CL 168	3
CL 109-KR 6	3
KR 9-CL 26 ES	3
CL 42-KR 89C S	3
CL 21-KR 68D	3
AV AVENIDA DEL SUR-KR 72I	3
KR 70-CL 98A	3
CL 66-KR 77	3
AC 134-KR 13	3
CL 42-KR 87C S	3
KR 11B-CL 127	3
DG 51A-KR 60C S	3
KR 74-CL 44 S	3
CL 75-KR 81 S	3
KR 50-CL 45A	3
AK 7-CL 129	3
CL 69-KR 4	3
CL 140-KR 7BIS	3
KR 68A-CL 37 S	3
KR 9C-CL 28B ES	3
AK 7-CL 81	3
AV AVENIDA CIUDAD DE CALI-KR 70	3
CL 43-KR 82B S	3
KR 58-CL 45	3
CL 150-KR 17	3
KR 104-CL 77	3
CL 24-KR 96H	3
CL 137-TR 127	3
KR 11-CL 113	3
CL 62-KR 84B S	3
KR 111C-CL 64B	3
CL 150A-KR 103B	3
CL 92-KR 17	3
KR 17-CL 20	3
CL 72-KR 101A	3
KR 78C-CL 6D	3
KR 70B-CL 24A S	3
AC 63-KR 16	3
CL 42-KR 78A S	3
CL 12C-KR 4	3
KR 6-CL 83	3
KR 68L-CL 37B S	3
CL 24-KR 44A	3
AV AVENIDA CENTENARIO-KR 99	3
KR 26-CL 78	3
CL 9D-KR 71B	3
CL 143-KR 127	3
AV AVENIDA JORGE ELIECER GAITAN-KR 91	3
CL 49-KR 17	3
CL 63-KR 100 S	3
CL 66-KR 50B	3
KR 101-CL 150A	3
KR 98A-CL 65	3
KR 14V-CL 69F S	3
AV AVENIDA CIUDAD DE CALI-CL 58 S	3
CL 62-KR 82F S	3
KR 19-CL 71	3
CL 71A-KR 82 S	3
AV AVENIDA DE LAS AMERICAS-KR 57	3
KR 93C-CL 54 S	3
CL 60-KR 80I S	3
KR 44A-CL 22A	3
AV AVENIDA DEL SUR-KR 62 S	3
CL 40-KR 2 SE	3
KR 13A-CL 3 S	3
CL 43-KR 81H S	3
CL 34A-KR 89 S	3
CL 13-KR 107	3
AV AVENIDA PRIMERO DE MAYO-KR 50B	3
DG 70-KR 18I S	3
KR 113-CL 17	3
CL 68A-KR 48C S	3
KR 77-CL 36 S	3
CL 12BIS-KR 71D	3
CL 63-KR 108	3
CL 71-KR 3I S	3
KR 68B-CL 78BIS	3
KR 41-CL 2B	3
CL 59A-KR 86A S	3
CL 38C-KR 78M	3
CL 170-KR 59	3
AV AVENIDA CIRCUNVALAR-CL 67	3
AV AVENIDA BOYACA-CL 83 S	3
KR 10-CL 43 S	3
AK 68-CL 2	3
CL 143A-KR 147A	3
AV AVENIDA BOYACA-CL 137A	3
CL 78B-TR 106	3
KR 91-CL 130D	3
TR 42-CL 12B	3
KR 74A-CL 68	3
AK 19-CL 151	3
CL 95-KR 20	3
KR 27-CL 38BIS S	3
KR 45-CL 157	3
CL 47-KR 27 S	3
CL 26-KR 6	3
DG 64ABIS-KR 17D	3
KR 87C-CL 72B S	3
DG 16-KR 40 S	3
CL 25G-KR 101B	3
AV AVENIDA DEL SUR-CL 26 S	3
CL 126-KR 7	3
AV AVENIDA SUBA-KR 95	3
CL 38-KR 88	3
CL 46-KR 22B S	3
KR 50-CL 129	3
KR 58-CL 130A	3
KR 2-CL 22A ES	3
KR 5-CL 6D	3
KR 96-CL 17A	3
TR 25-DG 53C	3
CL 135A-KR 10	3
DG 62-AK 21 S	3
CL 16-KR 116	3
KR 69-CL 78	3
KR 68D-CL 37A S	3
CL 11-KR 1 S	3
KR 4-CL 190	3
KR 69-CL 35 S	3
CL 13-KR 23	3
CL 11BBIS-KR 78	3
CL 26-KR 72B S	3
KR 11C-CL 1B E	3
KR 91-CL 63 S	3
KR 50-CL 18 S	3
KR 31-CL 11	3
CL 65A-KR 1	3
CL 19-KR 10 SE	3
CL 94-KR 17	3
CL 86-KR 110	3
KR 120-CL 23B	3
KR 71-CL 102	3
CL 189-KR 46	3
AK 15-CL 112	3
KR 15-CL 57B ES	3
KR 23A-CL 3	3
AV AVENIDA PRIMERA DE MAYO-KR 53	3
KR 54D-CL 187	3
KR 7-CL 90A ES	3
CL 131C-KR 126	3
KR 4-CL 35 ES	2
CL 143-KR 9	2
CL 77-KR 13	2
KR 16A-CL 22	2
CL 62-KR 87J S	2
CL 166-KR 48	2
CL 84-KR 4 S	2
KR 78C-CL 37 S	2
KR 50-CL 104B	2
CL 167B-KR 62	2
CL 42A-KR 93B S	2
KR 68-CL 68D	2
CL 11-KR 14B S	2
CL 184-KR 5 S	2
CL 76-KR 4	2
KR 71B-CL 52	2
KR 68H-CL 80	2
KR 67-CL 62B S	2
CL 146F-KR 73A	2
CL 35B-KR 26 S	2
AV AVENIDA PASEO LOS LIBERTADORES-CL 108	2
KR 87-CL 59A S	2
CL 8-KR 69B	2
CL 102-KR 7	2
CL 67B-KR 68	2
CL 5B-KR 3A S	2
KR 20D-CL 62 S	2
CL 77-KR 81 S	2
CL 100-KR 09	2
CL 2-KR 69B	2
KR 7A-CL 30A S	2
AK 27-CL 26 S	2
CL 6-KR 70A	2
CL 51-KR 13D S	2
AV AVENIDA CENTENARIO-KR 79	2
CL 20B-KR 111A	2
DG 36BIS-KR 21	2
AV AVENIDA CIUDAD DE VILLAVICENCIO-CL 110	2
CL 45A-KR 61 S	2
TR 138-CL 139	2
CL 64-KR 91 S	2
CL 68-KR 63 S	2
KR 77A-CL 74	2
KR 86F-CL 38C S	2
KR 12C-CL 51 S	2
CL 189B-KR 5	2
KR 14-CL 133C S	2
KR 95-CL 49C S	2
KR 11-CL 42B ES	2
KR 12-CL 86A	2
KR 80-CL 44	2
CL 175-KR 76	2
KR 9-CL 186	2
KR 55-CL 161A	2
KR 07-CL 100	2
CL 39-KR 68M S	2
CL 56-KR 5A	2
KR 87I-CL 34BIS S	2
AV AVENIDA DEL SUR-AC 70	2
CL 9-KR 81	2
KR 111-CL 163	2
KR 96B-CL 25C	2
KR 4C-CL 37 S	2
CL 13-KR 42BIS	2
CL 191-KR 45	2
AV AVENIDA LUIS CARLOS GALAN-KR 100	2
AC 57R-KR 76	2
KR 69P-CL 75	2
KR 89A-CL 59 S	2
KR 147-CL 132D	2
CL 27A-KR 13 S	2
KR 5-CL 30	2
CL 174-KR 7	2
CL 42-KR 86G S	2
AV AVENIDA PRIMERA DE MAYO-KR 12H	2
KR 32-CL 1F	2
CL 145-KR 109C	2
CL 27-KR 26B S	2
CL 51-KR 23	2
KR 51-DG 58 S	2
KR 50-CL 96	2
CL 137-KR 88	2
KR 16-CL 181C	2
CL 6BISA-KR 90A	2
CL 20-KR 13 S	2
KR 23-CL 9	2
KR 52-CL 50A S	2
KR 112A-CL 77C	2
KR 101-CL 147C	2
KR 14-CL 42A S	2
AV AVENIDA CENTENARIO-KR 80	2
KR 73-CL 65 S	2
CL 18-KR 11B S	2
KR 95A-CL 80BIS S	2
CL 81-KR 4 S	2
KR 116B-DG 77B	2
CL 77-KR 116B	2
AV AVENIDA BOYACA-KR 14 E	2
KR 101B-CL 138	2
KR 72G-CL 39I S	2
CL 44-KR 68 S	2
KR 91-CL 129B	2
CL 2-KR 89	2
KR 79A-CL 3	2
DG 39-KR 3 SE	2
KR 5A-CL 1	2
KR 1-CL 109	2
KR 14R-CL 74C S	2
KR 2-CL 188	2
CL 55A-KR 33 S	2
CL 139-KR 9	2
KR 14-CL 18A S	2
CL 68-KR 98A	2
AV AVENIDA CIUDAD DE CALI-CL 22C	2
KR 34-CL 8	2
CL 2-KR 7	2
CL 4B-KR 57A	2
AK 70-CL 24C	2
CL 139-KR 129A	2
AV AVENIDA CIUDAD DE CALI-CL 09	2
KR 80C-CL 63	2
KR 77C-CL 57Y S	2
CL 23-KR 10	2
TR 85-CL 64GBIS	2
KR 96-CL 63	2
AV AVENIDA DEL SUR-CL 56A S	2
KR 113-CL 70C	2
KR 4-CL 66BIS	2
KR 68A-CL 34B S	2
CL 64-KR 20B S	2
KR 68-CL 39F	2
CL 41G-KR 78DBISA S	2
CL 8C-KR 81F	2
KR 16-CL 17	2
KR 85-CL 77A	2
CL 72-KR 105I	2
CL 13-KR 48	2
TR 53-AC 2B	2
AK 68-CL 9C	2
CL 61-KR 23D S	2
DG 70-KR 4	2
CL 57-KR 70C S	2
CL 22J-KR 108	2
TR 53-CL 128C	2
TR 13M-CL 45B S	2
AK 19-CL 39	2
AV AVENIDA CIRCUNVALAR-CL 14	2
KR 109-CL 136	2
CL 53-KR 10A S	2
CL 61-KR 22A S	2
CL 51-KR 5F	2
CL 150A-KR 103C	2
KR 18-CL 136	2
DG 75-KR 4	2
AV AVENIDA JORGE ELICER GAITAN-KR 112	2
KR 30-CL 53BIS	2
KR 111-CL 142	2
CL 78C-KR 18H S	2
CL 64-KR 23 S	2
AK 68-CL 58	2
CL 170-KR 60	2
CL 56-KR 4M S	2
KR 18Q-CL 68A S	2
CL 77-KR 110C	2
CL 57-KR 18C S	2
KR 28-CL 19	2
KR 20C-CL 75	2
TR 5-CL 87	2
KR 61A-CL 97	2
KR 7A-CL 182	2
KR 72A-CL 8B	2
KR 68D-CL 36A S	2
KR 20B-CL 65 S	2
AC 9-KR 63	2
AV AVENIDA CIUDAD DE VILLAVICENCIO-CL 60B S	2
CL 37-KR 52 S	2
AC 68-KR 14	2
CL 130DBIS-KR 105B	2
AK 68D-CL 15	2
CL 93A-KR 15	2
KR 60-CL 100	2
CL 63-KR 81D	2
DG 46B-KR 27 S	2
DG 25G-TR 94	2
KR 87-CL 61A S	2
AC 80-KR 21	2
CL 47-KR 7A SE	2
CL 63-KR 89	2
AK 68-CL 24BIS	2
AV AVENIDA CIUDAD DE VILLAVICENCIO-DG 48 S	2
CL 59-KR 6	2
KR 45-CL 24ABIS	2
CL 42A-KR 79F	2
AV AVENIDA CIUDAD DE QUITO-CL 63	2
KR 89BIS-CL 59C	2
TR 42-CL 10A	2
CL 56-KR 5D S	2
KR 106A-CL 73 S	2
AC 72-KR 69	2
KR 10-CL 36C S	2
KR 5C-CL 50 S	2
TR 22-CL 69C S	2
TR 113-CL 64C	2
CL 57-KR 19	2
KR 103A-CL 22K	2
KR 7-CL 159C	2
AV AVENIDA DEL SUR-KR 64A	2
KR 52C-CL 33 S	2
DG 62-KR 19B	2
CL 10B-KR 5A E	2
KR 3-CL 6D E	2
CL 48-KR 5A	2
AC 63-KR 78	2
CL 76-KR 10	2
CL 59C-KR 51	2
AV AVENIDA CIUDAD DE CALI-CL 23 S	2
CL 73-KR 98A S	2
KR 14-CL 13A S	2
KR 87B-CL 9	2
KR 89-CL 80	2
CL 40B-KR 87A S	2
AV AVENIDA PRIMERO DE MAYO-AC 43A S	2
CL 15-KR 28A	2
AC 8-KR 37 S	2
CL 65-KR 85	2
CL 71-KR 71	2
CL 168-KR 23	2
CL 26-KR 51B S	2
CL 72-TR 96	2
KR 6-CL 91	2
KR 104-CL 74A	2
CL 93A-KR 11A	2
KR 97-CL 16B	2
KR 102A-CL 130	2
DG 40-KR 15	2
KR 11-CL 54 ES	2
AV AVENIDA DEL SUR-CL 30	2
KR 95-CL 80 S	2
CL 59-KR 80I S	2
CL 22-KR 45	2
CL 2-KR 68DBIS	2
AV AVENIDA CIUDAD DE VILLAVICENCIO-KR 20F	2
KR 78K-CL 37	2
KR 72-CL 68	2
AV AVENIDA DE LAS AMERICAS-CL 72B	2
KR 100-CL 16J	2
AC 63-KR 19A	2
AC 57-TR 24	2
CL 22-KR 71 S	2
CL 22A-KR 18B	2
CL 49-KR 54 S	2
CL 52-KR 20	2
CL 8-KR 67 S	2
CL 20-KR 24F S	2
AV AVENIDA CENTENARIO-KR 127	2
CL 53BIS-KR 80A S	2
KR 7A-CL 12 S	2
TR 72A-CL 45 S	2
DG 61C-KR 28	2
KR 93-CL 128A	2
KR 77-CL 65B S	2
KR 87C-CL 62C S	2
AV AVENIDA PASEO LOS LIBERTADORES-CL 95	2
CL 48C-KR 11 E	2
KR 19-CL 22C	2
CL 72A-KR 68G	2
KR 20-CL 185	2
AC 19-KR 38	2
KR 14-CL 49 S	2
CL 11-KR 1A S	2
CL 79B-KR 55	2
KR 127-CL 22	2
CL 143-KR 127F	2
AV AVENIDA LUIS CARLOS GALAN-KR 95	2
KR 6-CL 41 ES	2
CL 1B-KR 25A	2
CL 127A-KR 72	2
AV AVENIDA DE LAS AMERICAS-AC 50	2
AV AVENIDA BOYACA-CL 11C	2
KR 88-CL 70A	2
KR 86-DG 74B	2
CL 49-KR 88B S	2
DG 24C-KR 100	2
KR 28B-CL 71C	2
KR 89A-CL 46 S	2
CL 185-KR 11	2
CL 11-KR 15A	2
CL 69A-KR 92	2
AV AVENIDA LUIS CARLOS GALAN-KR 94	2
KR 90-CL 159A	2
KR 81-CL 68C S	2
AV AVENIDA CIUDAD DE CALI-CL 50 S	2
AV AVENIDA BOYACA-CL 09	2
CL 22-KR 81D	2
KR 74D-CL 62I S	2
KR 8-CL 30A S	2
CL 25-KR 37	2
CL 118-KR 5	2
CL 48A-KR 5J S	2
CL 22-KR 81C	2
TR 60-CL 73 S	2
TR 88-CL 146B	2
KR 79H-CL 26 S	2
KR 67-CL 62D S	2
CL 66-KR 78J S	2
AC 147-KR 7F	2
CL 61-KR 42C S	2
CL 33-KR 39C S	2
KR 89A-CL 45A S	2
AC 68-KR 58B	2
CL 63B-KR 17	2
KR 9-CL 0 S	2
KR 8-CL 167D	2
AV AVENIDA BOYACA-CL 39H	2
KR 4-CL 1	2
CL 116-KR 18C	2
CL 4D-KR 66A	2
AV AVENIDA PRIMERA DE MAYO-KR 24G	2
TR 5J-CL 48A S	2
CL 63D-KR 19A	2
KR 65-CL 169A	2
CL 65I-KR 80C S	2
CL 121-KR 11	2
KR 15-CL 161	2
KR 17F-CL 69 S	2
CL 48P-KR 5H S	2
KR 88-CL 66 S	2
KR 16-CL 84	2
AV AVENIDA CIUDAD DE VILLAVICENCIO-CL 70C S	2
CL 55-KR 18A S	2
KR 99-CL 25F	2
CL 72-KR 68A	2
AV AVENIDA PRIMERO DE MAYO-CL 24G	2
CL 22-KR 2 SE	2
KR 72H-CL 41A S	2
KR 42BIS-CL 17	2
KR 14-CL 40A	2
KR 104-CL 16F	2
AC 23-TR 94	2
DG 22A-KR 68A	2
KR 12D-DG 32DBISA S	2
KR 12B-CL 54 S	2
AK 70-CL 112	2
KR 90-CL 146B	2
CL 18-KR 24D S	2
AK 86-CL 40B S	2
CL 22A-KR 6A	2
CL 45-KR 6 SE	2
KR 58C-CL 129B	2
KR 100-CL 64D	2
KR 50-CL 50	2
KR 73D-CL 35B S	2
KR 118-CL 142B	2
CL 26-KR 95A	2
CL 11A-KR 79	2
KR 89-CL 76A	2
CL 170-KR 112	2
CL 89-KR 8 S	2
KR 76-CL 73A	2
CL 18-KR 21	2
KR 16-CL 79	2
KR 91C-CL 127B	2
AV AVENIDA PRIMERO DE MAYO-CL 39	2
CL 49-KR 81C S	2
TR 79D-CL 73B S	2
KR 104-CL 66A	2
CL 130-KR 153	2
CL 22-KR 11B S	2
DG 16-KR 96A	2
TR 113-CL 67A	2
TR 77-AC 7A	2
KR 68G-CL 77	2
CL 17A-KR 2A S	2
KR 43-CL 69I S	2
AV AVENIDA CUIDAD DE VILLAVICENCIO-CL 63 S	2
AK 72-CL 19	2
TR 24I-CL 14 S	2
CL 104-KR 13	2
CL 132A-KR 98B	2
KR 83-CL 71	2
CL 60-KR 77 S	2
AV AVENIDA BOYACA-KR 45	2
KR 72H-CL 38B S	2
