	Address	Latitude	Longitude
3679	KR 39A-CL 37 S	4.6281784	-74.0725828
3680	KR 74-CL 14 S	4.5928284	-74.1728798
3681	KR 8-CL 86	4.66681	-74.0479312
3682	KR 32B-CL 1H	4.605572	-74.1081219
3683	AV AVENIDA BOYACA-DG 44BIS S	4.60675637	-74.14177505
3684	KR 71D-CL 18K S	4.578584	-74.0948439
3685	CL 6D-KR 5BIS	4.5929019	-74.0748149
3686	KR 54-CL 76	4.6950043	-74.09608748
3687	CL 74A-KR 65B	4.67657435	-74.0816727
3688	KR 51B-CL 41 S	4.6314724	-74.0748656
3689	AV AVENIDA BOYACA-CL 88 S	4.60907539	-74.14122446
3690	KR 95A-CL 59 S	4.58074585	-74.1800714
3691	KR 475-CL 45	4.62936581	-74.17463377
3692	KR 11-CL 53D E	4.5969963	-74.1923187
3693	KR 7-CL 78B	4.73125665	-74.0282704
3694	KR 70C-CL 70D	4.70920225	-74.12914435
3695	KR 98A-CL 22G	4.6777825	-74.14065965
3696	CL 11-KR 25 S	4.592415	-74.101916
3697	AC 80-TR 81	4.6997513	-74.0966045
3698	KR 13-CL 95	4.67976	-74.047838
3699	KR 68A-CL 102	4.68714935	-74.04821245
3700	CL 50-KR 45	4.63805345	-74.07025
3701	AV AVENIDA DE LAS AMERICAS-KR 78F	4.6188879	-74.1385242
3702	CL 17-KR 18G	4.6070369	-74.07755245
3703	CL 31-KR 14	4.62036085	-74.07403725
3704	DG 13BIS-KR 24D S	4.56501097	-74.12269631
3705	CL 69D-KR 73I S	4.70990275	-74.13250145
3706	CL 139-KR 93	4.74736039	-74.1187008
3707	KR 85-CL 65	4.6570275	-74.0719892
3708	CL 15-KR 3	4.60334215	-74.0761022
3709	AK 68-CL 76B	4.59669822	-74.13724755
3710	CL 19-KR 24D S	4.64255865	-74.11294025
3711	KR 89-CL 56H S	4.641083	-74.0598707
3712	CL 59-KR 66 S	4.66623575	-74.08336495
3713	TR 70C-CL 77BIS	4.70835171	-74.12838638
3714	TR 1-CL 37BISA S	4.58185747	-74.07805868
3715	AV AVENIDA CIUDAD DE CALI-CL 91A	4.69141882	-74.10826558
3716	AK 19-CL 109A	4.69642135	-74.0503211
3717	CL 145-KR 105C	4.7465329	-74.0971143
3718	AV AVENIDA PRIMERO DE MAYO-CL 2B S	4.6168034	-74.1374923
3719	KR 72JBIS-CL 37D	4.62543316	-74.06931047
3720	AC 43-KR 89A S	4.739326	-74.0271529
3721	CL 167D-KR 8	4.7451823	-74.0262603
3722	CL 63A-KR 38	4.652874	-74.0773489
3723	CL 135-KR 17	4.73454775	-74.08876635
3724	AV AVENIDA CIUDAD DE QUITO-CL 95	4.62438099	-74.08288005
3725	CL 4-KR 56	4.6215654	-74.1181359
3726	KR 107-CL 75D	4.7109222	-74.1204324
3727	KR 91-CL 88A	4.71185195	-74.098846
3728	KR 78C-CL 33 S	4.621978	-74.0740287
3729	KR 80-CL 24	4.61802883	-74.07809406
3730	CL 56-KR 3B SE	4.6817759	-74.11357905
3731	CL 12B-KR 4 S	4.5946421	-74.0842685
3732	CL 136-TR 72	4.72767975	-74.0707943
3733	KR 185-CL 69K S	4.76322599	-74.04512015
3734	KR 13B-CL 41 S	4.63147525	-74.07504035
3735	KR 115-CL 67	4.6867294	-74.1051098
3736	CL 22J-KR 112	4.6864949	-74.14636025
3737	KR 26A-CL 24 S	4.62012015	-74.079687
3738	KR 10-DG 36B S	4.565295	-74.104702
3739	CL 44F-KR 45 S	4.6333625	-74.0717424
3740	CL 52-KR 24A S	4.67053075	-74.10823005
3741	KR 109A-CL 64B	4.7007881	-74.1300086
3742	KR 12-CL 42	4.62922305	-74.06461955
3743	CL 94-KR 65	4.6848409	-74.07217745
3744	DG 46-TR 13C S	4.5679562	-74.1195971
3745	KR 73C-CL 3A S	4.582384	-74.0796739
3746	KR 16B-CL 42D ES	4.6529629	-74.10162095
3747	CL 68-KR 88C S	4.69434425	-74.1150704
3748	KR 116-CL 17C	4.697988	-74.04707
3749	AC 60-KR 18C S	4.578596	-74.0946839
3750	CL 88-KR 111A	4.7233417	-74.10967205
3751	CL 53A-KR 30	4.64366312	-74.08028628
3752	CL 53B-KR 30	4.64239279	-74.06985396
3753	CL 1-KR 12A S	4.57990048	-74.07666983
3754	TR 77-CL 11B	4.6460403	-74.13709705
3755	CL 69B-KR 72	4.6783486	-74.0895134
3756	CL 20-KR 12G S	4.606914	-74.0718183
3757	KR 57R-CL 75K	4.73125665	-74.0282704
3758	KR 8F-CL 36H ES	4.6246197	-74.06908595
3759	KR 17H-CL 89 S	4.71391745	-74.0999252
3760	KR 103B-CL 16B	4.672335	-74.1504029
3761	KR 56A-CL 61	4.6482654	-74.0657735
3762	KR 97C-CL 49 S	4.54291363	-74.10445104
3763	AC 8-KR 30 S	4.6558258	-74.0564657
3764	KR 68B-CL 75A	4.69427775	-74.0966076
3765	CL 58L-KR 80A S	4.6097199	-74.1810956
3766	KR 83-CL 72	4.68795905	-74.0955934
3767	KR 27F-CL 71D S	4.6930747	-74.10565685
3768	KR 4-CL 54	4.6406923	-74.0644586
3769	AV AVENIDA CARACAS-CL 135 S	4.58353855	-74.09829223
3770	KR 97-CL 236	4.81218675	-74.02546242
3771	CL 170-KR 74	4.7472117	-74.0222416
3772	KR 81A-CL 13D S	4.6531168	-74.1384606
3773	AK 68-CL 57A S	4.59595467	-74.13749577
3774	CL 159-KR 9	4.7350742	-74.0299714
3775	CL 17H-KR 1 SE	4.61386632	-74.08725318
3776	CL 3A-KR 41	4.61485625	-74.11252125
3777	KR 23A-CL 65B S	4.70489805	-74.13244095
3778	AV AVENIDA BOYACA-CL 18R S	4.5610827	-74.1394701
3779	AC 80-KR 85A	4.6890437	-74.0826804
3780	KR 99-DG 24C	4.7671782	-74.0277057
3781	AC 63-KR 27B	4.6685032	-74.0968799
3782	AV AVENIDA BOYACA-CL 83C	4.66231784	-74.11506446
3783	KR 81A-CL 6	4.6354307	-74.15223635
3784	CL 56G-KR 88 S	4.64600265	-74.0813447
3785	KR 80-CL 34	4.62044625	-74.06502295
3786	KR 90-CL 70	4.70990275	-74.13250145
3787	DG 52-KR 28 S	4.57998	-74.137929
3788	KR 81-CL 45 S	4.5699537	-74.1710011
3789	AK 15-CL 75	4.727473	-74.04102515
3790	CL 12A-KR 71D	4.6429843	-74.1289383
3791	DG 69A-TR 82Z S	4.6135032	-74.1347509
3792	CL 71B-KR 18J S	4.6921304	-74.1021865
3793	AK 68-CL 22B	4.59695045	-74.13673958
3794	CL 75A-KR 26	4.6667337	-74.0660741
3795	CL 40-KR 96	4.62992065	-74.07180738
3796	CL 127-KR 82	4.72917695	-74.1049161
3797	KR 90A-CL 66A	4.68642797	-74.10564133
3798	CL 37B-KR 1B	4.625682	-74.0696653
3799	KR 82-CL 23G	4.6690449	-74.1230879
3800	KR 68B-CL 26	4.6554637	-74.1064007
3801	CL 64A-KR 69	4.714031	-74.1412924
3802	KR 78G-CL 13	4.60208	-74.080569
3803	AK 68-CL 57B	4.66032215	-74.09829435
3804	DG 47A-KR 61G S	4.5763341	-74.15469825
3805	DG 62G-KR 71 S	4.67866895	-74.05863935
3806	KR 4-CL 55	4.64190568	-74.06369671
3807	KR 17H-CL 72	4.68795905	-74.0955934
3808	AV AVENIDA CIUDAD DE CALI-CL 99A	4.7082836	-74.096383
3809	CL 188A-KR 7A	4.765054	-74.0283189
3810	AK 13-CL 127	4.7047229	-74.03648135
3811	CL 73-KR 58	4.6721227	-74.07738435
3812	KR 82-CL 28C	4.6241826	-74.07623545
3813	KR 5A-CL 31A ES	4.616505	-74.066707
3814	CL 126-KR 43	4.70615192	-74.05555277
3815	CL 46-KR 21	4.632138	-74.0626189
3816	CL 19-KR 5D	4.60468	-74.070282
3817	KR 84-CL 56B S	4.613823	-74.1261829
3818	DG 73C-TR 73J	4.6172609	-74.1495175
3819	AK 30-CL 95A	4.65790481	-74.07771421
3820	CL 42-KR 34	4.62997195	-74.0682072
3821	CL 64L-KR 75	4.7044847	-74.13615916
3822	TR 3CBIS-CL 41B ES	4.6314715	-74.07481065
3823	KR 20-CL 8 ES	4.6051466	-74.0917852
3824	AC 145-KR 103B	4.7460017	-74.0958773
3825	KR 18D-CL 65B	4.70558392	-74.1336417
3826	CL 8-KR 88D	4.6056681	-74.09254475
3827	KR 109A-CL 136A	4.7411134	-74.1017588
3828	KR 154A-CL 136A	4.7435797	-74.1253137
3829	TR 78H-CL 41D	4.6314715	-74.07481065
3830	KR 7B-CL 132	4.71837	-74.05537465
3831	AK 70-CL 101	4.6849691	-74.0460615
3832	AV AVENIDA DEL SUR-KR 65BIS	4.65459405	-74.1073204
3833	KR 74B-CL 24B	4.6231615	-74.07997005
3834	AV AVENIDA DEL SUR-TR 64	4.546339	-74.1474639
3835	CL 46D-KR 5 SE	4.6467676	-74.0872729
3836	KR 7-CL 36H ES	4.728889	-74.0248509
3837	KR 81-CL 70A	4.6910833	-74.103954
3838	CL 50A-KR 9	4.637691	-74.0656681
3839	AC 127-KR 59	4.7024692	-74.03037095
3840	CL 127-KR 17B	4.7241185	-74.0988742
3841	KR 29BIS-CL 26C S	4.6155374	-74.06688035
3842	CL 82C-KR 18I S	4.5835593	-74.1000729
3843	CL 128-KR 53	4.7245166	-74.09682105
3844	CL 40C-KR 72KBISB S	4.606321	-74.1168566
3845	CL 61-TR 20C S	4.58800248	-74.18128001
3846	KR 96K-CL 24	4.61280002	-74.07451494
3847	CL 90-KR 83A	4.70540728	-74.08905036
3848	AV AVENIDA BOYACA-CL 90 S	4.60918278	-74.14120987
3849	CL 69A-KR 97C	4.7075406	-74.1318164
3850	KR 17H-CL 91 ES	4.71366305	-74.09662535
3851	CL 70J-KR 18L S	4.68906055	-74.1022638
3852	CL 92B-KR 16	4.676553	-74.0533506
3853	KR 129A-CL 142C	4.72141775	-74.03603435
3854	TR 93-CL 78HBIS	4.71712405	-74.09883365
3855	CL 107A-KR 7C	4.6865108	-74.0354669
3856	CL 63-KR 85J	4.6445668	-74.0549721
3857	KR 78H-CL 51 S	4.6188648	-74.1723948
3858	KR 44C-CL 22B	4.669072	-74.13147285
3859	KR 60-CL 125	4.708924	-74.0751699
3860	CL 3-KR 4C S	4.59321085	-74.0843104
3861	CL 74B-KR 88A S	4.68672235	-74.0890919
3862	AK 116-CL 17D	4.697988	-74.04707
3863	KR 78B-CL 3 S	4.6268167	-74.1454719
3864	KR 3A-CL 30 S	4.616302	-74.0643949
3865	CL 76-KR 80M S	4.5434443	-74.1109217
3866	AV AVENIDA SUBA-CL 125A	4.70864205	-74.06553435
3867	CL 68A-TR 78L S	4.69076915	-74.1080975
3868	CL 46D-KR 4 SE	4.631295	-74.057551
3869	KR 94-CL 83	4.6804959	-74.07459885
3870	CL 57B-KR 98C S	4.64884545	-74.08536045
3871	TR 83BISA-CL 72	4.68795905	-74.0955934
3872	KR 16BBIS-CL 80	4.7018232	-74.0985007
3873	CL 60-KR 22A S	4.5922861	-74.1729297
3874	KR 114-CL 198	4.6967433	-74.06787135
3875	KR 53A-CL 6	4.59126615	-74.07237075
3876	KR 156-CL 7	4.73146935	-74.0287656
3877	KR 92-CL 80	4.6638386	-74.05322675
3878	CL 157-KR 107	4.75850033	-74.09226987
3879	CL 69B-KR 18Z S	4.5749623	-74.0877888
3880	KR 4-CL 188B	4.765074	-74.0271913
3881	AV AVENIDA LUIS CARLOS GALAN-KR 98	4.66069803	-74.11496557
3882	AV AVENIDA PRIMERA DE MAYO-CL 75A S	4.6580565	-74.05331635
3883	AC 151-KR 14BIS	4.6659173	-74.15525845
3884	DG 77-KR 70D	4.6894091	-74.08868775
3885	KR 65-CL 3	4.5877141	-74.07389766
3886	TR 13H-DG 46 S	4.5662581	-74.1231287
3887	KR 89C-CL 42F	4.711336	-74.0976009
3888	CL 80-KR 27 S	4.670299	-74.0647732
3889	CL 50B-KR 52	4.6376397	-74.0664042
3890	CL 58-KR 104A S	4.647967	-74.07942785
3891	CL 71-KR 28B	4.6641505	-74.0724443
3892	DG 56BIS-KR 36A S	4.6759346	-74.0751713
3893	CL 44B-KR 13A SE	4.5990302	-74.1986525
3894	AK 70-CL 67B	4.6506419	-74.0580961
3895	CL 41B-KR 14	4.631459	-74.0731509
3896	AK 45-CL 152B	4.73163085	-74.04984065
3897	KR 126A-CL 17BIS	4.72656695	-74.1015086
3898	KR 8B-CL 41A S	4.6304414	-74.1658662
3899	KR 68-CL 70C	4.68064895	-74.0917723
3900	AV AVENIDA DE LAS AMERICAS-CL 82A	4.62616125	-74.09172445
3901	KR 50-CL 80 S	4.6790082	-74.0700682
3902	KR 95-CL 56	4.6401296	-74.0582989
3903	KR 19F-CL 70 S	4.694494	-74.10948155
3904	KR 18L-CL 69L	4.6572646	-74.06509495
3905	KR 25-CL 1H	4.59731446	-74.09764761
3906	DG 42A-KR 80J S	4.625336	-74.1649813
3907	AC 17-KR 59	4.7002104	-74.0698143
3908	CL 127B-KR 46	4.7096673	-74.0554469
3909	KR 85C-CL 52A	4.680192	-74.114397
3910	CL 35-KR 68A S	4.6052845	-74.1337178
3911	CL 9A-KR 0	4.59320395	-74.07063345
3912	CL 42GBISA-KR 86A S	4.62002935	-74.1650717
3913	AV AVENIDA BOYACA-CL 1A	4.62188004	-74.13851986
3914	CL 188A-KR 5B	4.7647976	-74.0259263
3915	AC 17-KR 131	4.717513	-74.0532649
3916	CL 100-KR 77	4.67020252	-74.02070891
3917	KR 87D-CL 128	4.72537005	-74.09786785
3918	KR 71ABIS-CL 64	4.631248	-74.1349359
3919	KR 7-CL 76A ES	4.730734	-74.0248009
3920	CL 143-KR 72	4.74776455	-74.1003061
3921	KR 78C-CL 51B	4.6387819	-74.0686354
3922	DG 84-KR 2 SE	4.742938	-74.0172849
3923	KR 140-CL 137	4.7187245	-74.03845175
3924	TR 79-DG 2	4.633471	-74.150252
3925	CL 63D-KR 71D	4.675271	-74.1026639
3926	KR 27-CL 31C S	4.6049444	-74.1283407
3927	KR 124-CL 22	4.6118177	-74.07671085
3928	AK 19-CL 28	4.70906212	-74.04819762
3929	KR 80F-CL 41FBIS	4.61485625	-74.11252125
3930	CL 71-KR 89BISA S	4.6930747	-74.10565685
3931	CL 42G-KR 102C	4.67300791	-74.01903088
3932	CL 131A-KR 91	4.7304716	-74.0908539
3933	CL 10-KR 38B	4.6165049	-74.1021705
3934	KR 33-CL 47BIS S	4.6064863	-74.1317257
3935	CL 65F-KR 77M S	4.70029245	-74.12720375
3936	KR 22-CL 103	4.68935025	-74.05520825
3937	KR 72G-CL 42B	4.6529629	-74.10162095
3938	DG 52-KR 29 S	4.604324	-74.126359
3939	KR 31-CL 14	4.6044766	-74.07942225
3940	CL 28CBIS-KR 9 SE	4.7534744	-74.03054485
3941	CL 43-KR 51BBIS S	4.59687915	-74.13675925
3942	KR 26-CL 16 S	4.5875079	-74.1010536
3943	TR 4-CL 33A ES	4.6216221	-74.0683
3944	AK 38-CL 68	4.59595467	-74.13749577
3945	CL 55-KR 71B	4.6715048	-74.1047879
3946	KR 19C-CL 41 S	4.63148945	-74.07605635
3947	CL 28-KR 22B S	4.66997346	-74.13236039
3948	KR 71B-CL 54B	4.6410072	-74.0627686
3949	AV AVENIDA AGOBERTO MEJIA CIFUENTES-CL 12A	4.63971165	-74.14627195
3950	CL 97-KR 11A	4.6811137	-74.045729
3951	DG 61-KR 22I S	4.6689968	-74.1332513
3952	CL 8-KR 10 S	4.6023453	-74.1109882
3953	KR 14-CL 50 ES	4.6381482	-74.0708008
3954	AK 19-CL 11A	4.6987694	-74.0387017
3955	AV AVENIDA CUIDAD DE VILLAVICENCIO-KR 49 E	4.60009	-74.16267
3956	KR 67A-CL 13	4.6098144	-74.0864953
3957	KR 81-CL 76A	4.698265	-74.0993559
3958	KR 97-CL 133A	4.735236	-74.0922639
3959	CL 46B-KR 77Q S	4.5990067	-74.1956009
3960	CL 115-KR 54	4.699477	-74.0674199
3961	AC 43-KR 80G S	4.7026188	-74.10019015
3962	KR 5B-CL 51B ES	4.6389173	-74.0693936
3963	CL 27B-KR 1A SE	4.5965187	-74.10296695
3964	KR 32A-CL 30	4.61576975	-74.066489
3965	AV AVENIDA BOYACA-TR 36A	4.59828785	-74.14483365
3966	CL 87A-KR 92	4.71274555	-74.1006833
3967	KR 86F-CL 34BIS	4.71546424	-74.10590552
3968	KR 80-CL 41C	4.63150197	-74.07703908
3969	CL 10-KR 41B	4.6023279	-74.08348945
3970	KR 11-CL 53D ES	4.5966827	-74.1910041
3971	AV AVENIDA CARACAS-CL 111 S	4.54479912	-74.12078946
3972	CL 2A-KR 53A	4.614934	-74.1188559
3973	KR 62-CL 61B	4.64786285	-74.07283545
3974	CL 163A-KR 8C	4.7397107	-74.0280552
3975	KR 94C-CL 131CBIS	4.731246	-74.0258629
3976	CL 8C-KR 7 SE	4.6554478	-74.155232
3977	KR 32B-CL 1A	4.63644815	-74.1562935
3978	DG 65B-KR 18Q S	4.578536	-74.0947849
3979	CL 26-KR 21A	4.67204087	-74.1373705
3980	CL 67-KR 20C S	4.65771655	-74.0691293
3981	CL 43-KR 79B S	4.604979	-74.1517389
3982	KR 28-CL 16	4.60433195	-74.07551645
3983	DG 60-KR 75D S	4.5755826	-74.1755073
3984	CL 39A-KR 51	4.62904695	-74.07800695
3985	CL 156A-KR 8A	4.7335414	-74.02884005
3986	CL 83A-KR 71C	4.72628658	-74.1178557
3987	CL 82-KR 91A	4.70885605	-74.10461925
3988	CL 93B-KR 12	4.6799855	-74.0533493
3989	KR 76-CL 57B S	4.64811685	-74.08120075
3990	CL 145A-KR 13	4.72517685	-74.03662665
3991	KR 11-CL 105	4.69233245	-74.05271165
3992	CL 25G-KR 103	4.68625835	-74.12988085
3993	KR 88C-CL 51A	4.6728855	-74.1112873
3994	KR 59C-CL 87N S	4.677731	-74.0645329
3995	KR 5N-CL 49H S	4.548273	-74.110575
3996	AV AVENIDA CUIDAD DE VILLAVICENCIO-CL 55A S	4.5864295	-74.1607869
3997	KR 1-CL 90D ES	4.6733485	-74.0511676
3998	KR 17-CL 142	4.72215358	-74.03776987
3999	CL 71IBIS-KR 27B S	4.5994946	-74.1180402
4000	TR 23A-CL 47 S	4.60431005	-74.15512535
4001	CL 34A-KR 95A S	4.6473649	-74.17007805
4002	CL 6A-KR 70B	4.6304873	-74.1321676
4003	CL 42A-KR 97D S	4.6452094	-74.1764912
4004	CL 153-KR 14	4.727422	-74.0238193
4005	KR 78J-CL 52 S	4.675188	-74.0748029
4006	KR 11-CL 45C ES	4.635905	-74.0757899
4007	KR 42-CL 72A	4.685402	-74.0911184
4008	KR 98-CL 16	4.603112	-74.0736239
4009	CL 65-KR 20B S	4.69266904	-74.11946257
4010	AV AVENIDA BOYACA-KR 17H E	4.651719	-74.125833
4011	KR 8-CL 88A S	4.7126849	-74.09946285
4012	KR 53DBIS-CL 4BIS	4.6529541	-74.08356476
4013	CL 65ABIS-KR 18 S	4.69067	-74.1089459
4014	TR 91-CL 135	4.7411222	-74.12978585
4015	KR 1-DG 73	4.742207	-74.017429
4016	AV AVENIDA DEL SUR-CL 17A S	4.6171353	-74.1292808
4017	AK 45-CL 231	4.7523139	-74.0463121
4018	CL 163-KR 16C	4.7409816	-74.03588325
4019	KR 6A-CL 190	4.6464589	-74.1603713
4020	DG 72-KR 2	4.6527376	-74.0516784
4021	CL 42B-KR 95	4.629697	-74.0666449
4022	CL 81A-KR 92	4.7082025	-74.10522185
4023	DG 61A-KR 61A	4.68423705	-74.0693059
4024	AK 19-CL 32	4.6975975	-74.05009358
4025	CL 145A-KR 94B	4.740028	-74.08699
4026	CL 129C-KR 105	4.731431	-74.1023609
4027	AK 27-CL 31C S	4.6049444	-74.1283407
4028	CL 159A-KR 45	4.735732	-74.0304789
4029	CL 61-KR 15A S	4.5913677	-74.1741182
4030	CL 80-KR 80B	4.70609195	-74.10602045
4031	KR 19C-CL 26A S	4.6781812	-74.14696795
4032	CL 185-KR 19	4.76101545	-74.0224505
4033	CL 67F-KR 26	4.659931	-74.0725329
4034	CL 127D-KR 53A	4.712292	-74.0609099
4035	AV AVENIDA BOYACA-CL 3H S	4.62142395	-74.1386151
4036	CL 101B-KR 1D	4.68854785	-74.058726
4037	CL 130C-KR 95B	4.7297771	-74.0932724
4038	KR 81-CL 70ABIS S	4.76708237	-74.02761777
4039	KR 89-CL 56F S	4.613721	-74.1262079
4040	KR 41-CL 72	4.68795905	-74.0955934
4041	KR 14V-CL 14V S	4.604452	-74.079591
4042	DG 57-KR 75 S	4.5938384	-74.1759553
4043	CL 65A-KR 18 S	4.7132878	-74.1394629
4044	AC 132-KR 105B	4.7367857	-74.1006545
4045	DG 46-KR 15A S	4.614741	-74.1257329
4046	TR 80-DG 90 S	4.6237845	-74.2066517
4047	KR 70-CL 61 S	4.5913503	-74.1733491
4048	CL 59-KR 60A S	4.64676395	-74.068267
4049	CL 71A-KR 82G S	4.6139475	-74.1952243
4050	CL 43F-KR 68I	4.59961455	-74.20048135
4051	CL 54-KR 93D S	4.64478522	-74.08026604
4052	AK 68-CL 78B	4.59667792	-74.13725742
4053	CL 62D-KR 73I S	4.65282537	-74.07851221
4054	CL 70-KR 80I S	4.6529541	-74.08356476
4055	KR 36A-CL 152B	4.7383317	-74.0620286
4056	CL 81-KR 86	4.72515844	-74.12128513
4057	KR 20DBIS-CL 69B S	4.71392238	-74.13600147
4058	KR 15-CL 57B S	4.64888497	-74.0856417
4059	CL 24-KR 108B	4.68881355	-74.1435552
4060	CL 61-KR 112D	4.58800248	-74.18128001
4061	CL 72F-KR 34 S	4.7155056	-74.1282259
4062	KR 20-CL 70C	4.7048699	-74.1213967
4063	CL 74-KR 34BBIS S	4.65594455	-74.05303785
4064	KR 60-CL 12B	4.597388	-74.069332
4065	KR 38-CL 56	4.6401296	-74.0582989
4066	KR 39-CL 6	4.58873	-74.067748
4067	AV AVENIDA CIUDAD DE QUITO-CL 19	4.6222817	-74.0853353
4068	CL 78-KR 71	4.65930625	-74.05091267
4069	AC 13-KR 69H	4.6883092	-74.0829084
4070	AC 45A-KR 51F S	4.64860045	-74.090789
4071	KR 68C-CL 77	4.67741605	-74.07881895
4072	AK 60-CL 98	4.6851066	-74.0534049
4073	TR 24-CL 27	4.6217886	-74.08055455
4074	AV AVENIDA CIUDAD DE CALI-CL 124	4.62686724	-74.17427899
4075	KR 12B-CL 55Z S	4.6064728	-74.1701824
4076	KR 111A-CL 22J	4.6831199	-74.1485765
4077	AK 68-CL 69	4.6509264	-74.0558785
4078	CL 22D-KR 1B	4.6684869	-74.1290186
4079	CL 71A-KR 86A	4.6936117	-74.10489055
4080	AK 7-CL 1 S	4.62579238	-74.06568759
4081	CL 41-KR 6B SE	4.6000946	-74.2026942
4082	AC 145-KR 105C	4.7465329	-74.0971143
4083	KR 6-CL 15 S	4.605821	-74.080113
4084	CL 36I-KR 3 SE	4.6236531	-74.06697925
4085	KR 15-CL 159	4.73517395	-74.0297663
4086	CL 60A-KR 74D S	4.6740327	-74.0788833
4087	CL 143A-KR 147	4.74981539	-74.10793357
4088	KR 68A-CL 21	4.6805961	-74.1456769
4089	KR 38A-CL 2B	4.6084852	-74.1102004
4090	AK 7-CL 198	4.7757604	-74.03675585
4091	CL 89-KR 5 S	4.71391745	-74.0999252
4092	DG 51-KR 14 S	4.5847447	-74.0981596
4093	CL 73-KR 69K	4.68208085	-74.08839555
4094	KR 69Q-CL 80	4.6621722	-74.0502106
4095	KR 98-CL 154A	4.75413755	-74.08706775
4096	AK 30-CL 19B	4.6569547	-74.0781824
4097	CL 22BIS-KR 9B E	4.67739395	-74.14105795
4098	KR 87I-CL 34A S	4.6396694	-74.1638491
4099	KR 103D-DG 86A	4.7200438	-74.1093001
4100	KR 58-CL 115	4.6923067	-74.0311655
4101	KR 17H-CL 87A S	4.71700535	-74.1047874
4102	AV AVENIDA SUBA-CL 109A	4.70261915	-74.07054265
4103	DG 44B-KR 19 S	4.680437	-74.0543279
4104	AV AVENIDA DEL SUR-CL 38B S	4.60223965	-74.1331961
4105	CL 175-KR 65	4.75375145	-74.0244034
4106	KR 12G-CL 3BIS S	4.617577	-74.1287559
4107	TR 59B-CL 127B	4.71802536	-74.09086119
4108	CL 17B-KR 26 S	4.605179	-74.1193149
4109	CL 77C-KR 81	4.6984718	-74.0987398
4110	CL 59A-KR 38A	4.65069605	-74.0831682
4111	CL 71A-KR 72 S	4.6869705	-74.0966865
4112	DG 32BBIS-TR 13ABISB S	4.6529541	-74.08356476
4113	KR 80K-CL 65 S	4.6586162	-74.07429545
4114	DG 55-KR 13C SE	4.82627859	-74.03456299
4115	KR 68-CL 57B S	4.6481775	-74.08278295
4116	KR 51D-CL 29 S	4.61921135	-74.07457055
4117	KR 10D-CL 14 ES	4.6655129	-74.15551525
4118	CL 18-KR 115	4.68321315	-74.1523097
4119	CL 164-KR 16A	4.7431194	-74.0382766
4120	KR 146-CL 17	4.7281498	-74.0438486
4121	CL 58A-KR 48B S	4.64574985	-74.0683942
4122	AC 23-KR 53	4.64026815	-74.06502775
4123	KR 90-CL 156	4.7320407	-74.02549915
4124	AV AVENIDA PRIMERO DE MAYO-KR 48	4.6021136	-74.1200445
4125	CL 37A-KR 89 S	4.62572787	-74.07023529
4126	CL 80-KR 69I	4.66186275	-74.0498896
4127	KR 3-CL 44 ES	4.64244255	-74.09033675
4128	AV AVENIDA CARACAS-CL 101A S	4.54479912	-74.12078946
4129	KR 70G-CL 71B	4.6632958	-74.0692611
4130	CL 20C-KR 100	4.67708758	-74.14338183
4131	CL 78-KR 69B	4.6857462	-74.083803
4132	DG 147-KR 141A	4.758253	-74.11325
4133	CL 27-KR 51F S	4.6138252	-74.0671629
4134	CL 20-KR 12 S	4.606914	-74.0718183
4135	CL 2-KR 35BIS	4.58431868	-74.07230468
4136	CL 70C-KR 56B	4.669957	-74.078058
4137	CL 31-KR 7A SE	4.6160683	-74.0635806
4138	CL 77A-KR 71A	4.69348475	-74.09174545
4139	KR 43A-CL 6	4.5895435	-74.068729
4140	AV AVENIDA BOYACA-CL 95 S	4.6966631	-74.0852525
4141	AV AVENIDA PRIMERO DE MAYO-CL 25	4.59914335	-74.116606
4142	TR 76-DG 47	4.577323	-74.1772549
4143	DG 84A-KR 76	4.706019	-74.0932179
4144	AK 30-CL 13 S	4.6547493	-74.078551
4145	AC 145-KR 102	4.72103465	-74.02903045
4146	KR 82-CL 6A	4.6539167	-74.1628818
4147	CL 64A-KR 17M S	4.6584628	-74.0751513
4148	CL 66-KR 29A	4.6583944	-74.0723941
4149	CL 84-KR 14	4.67237	-74.0616199
4150	KR 35-CL 50A S	4.54035465	-74.10792655
4151	CL 725-KR 74A	4.6052731	-74.1012526
4152	KR 26A-CL 4	4.61804055	-74.11628485
4153	CL 40-KR 87G S	4.6303688	-74.07566395
4154	KR 93A-CL 129B	4.726283	-74.0911269
4155	TR 49D-CL 69D S	4.71080705	-74.13340365
4156	CL 49-KR 13L S	4.6373806	-74.0722509
4157	KR 47-CL 68B S	4.684696	-74.0998639
4158	KR 50-DG 24BIS	4.6500375	-74.10572969
4159	KR 149-CL 163B	4.7462841	-74.053709
4160	KR 86F-CL 37A S	4.71921215	-74.11054795
4161	CL 23-KR 119	4.698541	-74.0388369
4162	CL 4-KR 59	4.6204501	-74.1189925
4163	KR 95-CL 25D	4.675474	-74.1216879
4164	KR 21-CL 125	4.7048682	-74.0513324
4165	KR 92-CL 15A	4.69295953	-74.17004972
4166	AV AVENIDA SUBA-CL 99	4.68907705	-74.06535175
4167	CL 127-KR 49	4.72917695	-74.1049161
4168	CL 4-KR 72 S	4.62061855	-74.11916325
4169	CL 81C-KR 6BIS S	4.5668833	-74.17112425
4170	KR 8-CL 24 ES	4.61676775	-74.0772245
